ID,Year,CIUDAD,Counts,DATE_DUE,DATE_DELIVERED,Link
1169,2014,Bucaramanga,789614478,05/06/2015,05/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-121762
1170,2015,Bucaramanga,307307063,01/05/2015,02/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3635120
1171,2013,Bucaramanga,2271769734,19/09/2014,19/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3265850
1172,2011,Bucaramanga,7389656529,08/09/2013,06/10/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-3248158
1173,2013,Bucaramanga,192938708,26/10/2013,27/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106023
1174,2015,Buenaventura,859775814,31/10/2015,01/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105221
1175,2012,Buenavista,157994085,01/01/2013,01/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114213
1176,2012,Buenavista,82126926,03/01/2013,06/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-129044
1177,2013,Buenavista,53175144,31/12/2013,31/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-129248
1178,2013,Buenavista,249944599,29/12/2013,30/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-124469
1179,2010,Buenavista,639477116,14/01/2011,15/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107210
1180,2013,Buenavista,570656575,07/02/2014,08/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2933899
1181,2015,Buenavista,1784317889,28/07/2015,26/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2231944
1182,2010,Buesaco,179991262,29/06/2010,30/09/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2590719
1183,2015,Buesaco,593532695,23/12/2015,24/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-15-3134357
1184,2011,Bugalagrande,14462638,18/10/2011,18/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-119315
1185,2014,Buritica,17000000,12/05/2014,12/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-109317
1186,2012,Busbanza,59067412,20/10/2012,21/11/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2647310
1187,2013,Busbanza,184655263,07/05/2014,06/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108377
1188,2014,Cabrera,278233577,26/12/2014,27/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3101515
1189,2015,Cabrera,389780311,11/05/2015,09/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2310437
1190,2013,Cabuyaro,12470583430,20/09/2014,22/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2310437
1191,2013,Caceres,4414934146,15/01/2014,17/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-117778
1192,2011,Caicedo,304997939,13/10/2011,14/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-121202
1193,2014,Caicedonia,5866159013,30/06/2014,01/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122016
1194,2015,Caicedonia,411618071,30/12/2015,30/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2975182
1195,2014,Cajibio,210062878,19/03/2015,18/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-128771
1196,2014,Cajibio,91303546,30/04/2015,30/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-112497
1197,2012,Cajica,1239894832,29/04/2013,29/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118644
1198,2012,Cajica,739958186,28/01/2013,29/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-121877
1199,2012,Cajica,625318513,06/02/2013,08/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-129513
1200,2012,Cajica,339351958,17/03/2013,16/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2873143
1201,2013,Cajica,193954767,20/02/2014,22/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122193
1202,2013,Cajica,66435137,25/02/2014,27/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-120843
1203,2013,Cajica,2201817781,08/02/2014,09/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-111085
1204,2013,Cajica,1478362042,23/04/2014,23/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2776410
1205,2013,Cajica,1479800455,30/09/2013,01/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-112917
1206,2013,Cajica,538307601,23/10/2013,24/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3111203
1207,2013,Cajica,766617420,10/04/2014,10/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2694912
1208,2013,Cajica,448561948,13/04/2014,13/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127097
1209,2013,Cajica,278935397,04/01/2014,05/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-119774
1210,2013,Cajica,180744013,27/05/2014,26/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-3180334
1211,2014,Cajica,16573613393,18/12/2014,17/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3226334
1212,2014,Cajica,2230871052,11/08/2014,10/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114552
1213,2014,Cajica,1800000000,18/01/2015,20/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-112720
1214,2014,Cajica,1637417256,12/10/2015,12/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-120558
1215,2014,Cajica,1351191936,07/05/2015,06/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-113403
1216,2014,Cajica,865714731,08/07/2015,07/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-111306
1217,2014,Cajica,398725430,11/04/2014,10/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-126546
1218,2014,Cajica,240251001,26/12/2014,27/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-126346
1219,2014,Cajica,248523421,29/06/2014,28/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123359
1220,2014,Cajica,138347618,07/07/2015,08/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114255
1221,2015,Cajica,976782407,29/12/2015,29/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3175743
1222,2015,Cajica,512020469,07/09/2015,08/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2531807
1223,2015,Cajica,0,04/09/2015,06/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2662584
1224,2013,Calamar,15984291,17/02/2014,19/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-3121431
1225,2013,Calamar,9499834,19/09/2013,20/10/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118389
1226,2015,Calamar,88320790,26/11/2015,27/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108369
1227,2013,Calamar,190315592,30/06/2013,01/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122346
1228,2014,Calamar,30000119,25/07/2014,26/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105851
1229,2011,Caldas,3328200222,12/12/2011,13/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-119592
1230,2012,Cali,533038497,20/01/2014,21/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116048
1231,2012,Cali,16000502001,20/01/2014,21/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116946
1232,2012,Cali,16000502001,20/01/2014,21/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105147
1233,2012,Cali,474203997,20/01/2014,21/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2164987
1234,2010,Cali,212655344,06/12/2010,07/04/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2763259
1235,2012,Cali,517241501,30/01/2014,31/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-121007
1236,2012,Cali,654420344,22/02/2014,24/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-121956
1237,2012,Cali,392832985,23/02/2014,25/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3323163
1238,2011,Cali,615106469,25/02/2012,28/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118621
1239,2011,Cali,392747078,15/03/2012,17/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-109247
1240,2013,Cali,13159956590,03/09/2014,03/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107093
1241,2013,Cali,2672000001,24/02/2014,26/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2584771
1242,2013,Cali,657142737,28/08/2013,29/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2122803
1243,2013,Cali,497341404,30/01/2014,01/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108318
1244,2014,Cali,31566492458,16/10/2015,16/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2790903
1245,2014,Cali,2922211196,20/08/2014,19/04/2017,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3109973
1246,2014,Cali,1232482305,27/10/2014,28/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2909164
1247,2014,Cali,1035099820,02/06/2015,02/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2647411
1248,2014,Cali,455423627,11/06/2014,12/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2504834
1249,2014,Cali,282857284,30/06/2014,31/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2410699
1250,2014,Cali,332640099,27/01/2015,28/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-125067
1251,2014,Cali,291778202,03/04/2015,04/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2706226
1252,2014,Cali,59700003,11/08/2014,12/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3395062
1253,2014,Cali,18146089,14/06/2014,14/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-119723
1254,2015,Cali,5208157396,17/09/2015,18/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2700005
1255,2015,Cali,2798575707,18/10/2015,17/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-113396
1256,2015,Cali,667520908,02/08/2015,03/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123608
1257,2012,Cali,806736413,19/01/2014,20/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2902505
1258,2015,Cali,1184681813,20/12/2015,21/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2700231
1259,2010,Cali,277336443,02/11/2010,03/12/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2803305
1260,2014,Cali,841797134,21/05/2015,20/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-117518
1261,2013,Cali,2124420354,14/03/2014,13/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122116
1262,2014,Cali,3132298105,08/09/2015,08/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2409364
1263,2012,California,531858643,17/03/2013,16/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-124856
1264,2013,California,392483885,10/08/2013,11/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2759629
1265,2015,California,223094895,24/10/2015,25/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-115985
1266,2015,California,162613493,29/10/2015,30/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2581264
1267,2013,Campamento,60371099,14/10/2013,14/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-124425
1268,2014,Campo de la Cruz,2264124365,11/06/2014,10/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2716250
1269,2014,Campo de la Cruz,2249918099,10/09/2014,12/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-129988
1270,2013,Caparrapi,253168005,07/01/2014,08/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2143004
1271,2013,Caparrapi,13030000,05/09/2013,06/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2545329
1272,2014,Caparrapi,280894374,21/11/2014,23/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3192371
1273,2015,Caparrapi,145493160,01/08/2015,02/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127444
1274,2014,Caqueza,457740000,10/09/2014,12/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2853938
1275,2014,Caqueza,336247423,01/10/2014,02/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-120189
1276,2014,Caqueza,172194739,06/04/2015,05/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3137199
1277,2015,Caqueza,149916798,15/08/2015,16/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123025
1278,2013,Caramanta,269752089,18/07/2014,19/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123040
1279,2011,Carcasi,139075250,14/09/2011,15/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123297
1280,2011,Carcasi,79834000,28/06/2011,29/07/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-113528
1281,2012,Cartagena,3877526522,20/11/2013,19/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95576
1282,2010,Cartagena,406518868,15/01/2011,17/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-128777
1283,2013,Cartagena,1143282517,02/02/2014,03/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-3215644
1284,2011,Cartagena,1255703232,29/01/2012,30/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2290171
1285,2013,Cartagena,240414424,29/01/2014,01/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-115462
1286,2013,Cartagena,977148716,27/12/2013,28/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-128231
1287,2010,Cartagena,1101808299,23/04/2011,23/05/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118658
1288,2010,Cartagena,153625760,19/12/2010,20/03/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-120064
1289,2010,Cartagena,29901131594,14/12/2011,15/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108013
1290,2011,Cartagena,6375516769,10/12/2011,11/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-117995
1291,2011,Cartagena,6123037164,12/05/2012,13/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2176933
1292,2012,Cartagena,138040245,31/12/2012,31/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-121861
1293,2013,Cartagena,583875537,31/01/2014,01/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3163340
1294,2015,Cartagena,244946406,08/04/2015,09/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3160758
1295,2011,Cartagena,636355106,25/01/2012,28/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-15-3067696
1296,2014,Cartagena,784000000,01/01/2016,01/07/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2547044
1297,2011,Cartagena,9590286576,01/05/2012,01/11/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122108
1298,2012,Cartagena,4205703080,17/10/2012,18/07/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114590
1299,2011,Cartagena,328253997,01/03/2012,02/11/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108875
1300,2012,Cartagena,857397657,30/12/2012,31/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-128509
1301,2012,Cartagena,3313058725,25/01/2013,26/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3090764
1302,2011,Cartagena,3630851839,11/09/2011,13/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3174622
1303,2013,Cartagena,241728904,29/01/2014,01/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118999
1304,2011,Cartagena,3182396068,04/05/2013,04/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-129892
1305,2011,Cartagena,1920558219,26/01/2012,28/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106765
1306,2013,Cartagena,1778510,27/12/2013,27/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-125951
1307,2014,Cartagena del Chaira,276461519,18/04/2015,17/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2537661
1308,2012,Cartago,28767200,23/06/2012,24/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-115707
1309,2011,Castilla La Nueva,9551557865,28/02/2012,30/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-111141
1310,2012,Castilla La Nueva,5710347659,29/05/2013,28/10/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-111327
1311,2012,Castilla La Nueva,238424154,18/11/2012,19/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2148842
1312,2013,Castilla La Nueva,92477950,27/01/2014,28/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118155
1313,2013,Castilla La Nueva,3820943212,26/03/2014,25/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116291
1314,2013,Castilla La Nueva,703656004,16/05/2014,15/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118268
1315,2014,Castilla La Nueva,6074538318,14/08/2015,14/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108309
1316,2014,Castilla La Nueva,972909219,05/08/2015,04/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-120053
1317,2014,Castilla La Nueva,139483416,09/01/2015,10/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2633813
1318,2015,Castilla La Nueva,4019998470,02/09/2015,04/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123870
1319,2015,Castilla La Nueva,2330012274,22/12/2015,22/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122463
1320,2015,Castilla La Nueva,1250000000,05/10/2015,06/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127320
1321,2015,Castilla La Nueva,328703325,05/10/2015,06/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2875142
1322,2013,Cereti,4071342579,06/12/2013,07/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2726052
1323,2013,Cereti,1491818872,02/01/2014,03/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2638819
1324,2014,Cereti,1349999921,02/03/2015,02/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3287001
1325,2014,Cereti,868971833,07/01/2015,08/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-124089
1326,2014,Cereti,264081952,02/11/2014,04/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123831
1327,2014,Cereti,276705484,02/10/2014,03/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107286
1328,2015,Cereti,739809302,26/12/2015,27/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-129092
1329,2015,Cereti,254330657,27/06/2015,28/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127922
1330,2015,Cerrito,1988018258,02/01/2016,04/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3145875
1331,2015,Cerrito,308385072,25/12/2015,25/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2187654
1332,2015,Cerrito,187379298,08/10/2015,09/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2641103
1333,2015,Cerrito,212272163,08/09/2015,09/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107827
1334,2014,Chaguani,608860970,14/11/2014,16/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127900
1335,2015,Chaguani,1071970217,04/01/2016,05/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3029506
1336,2012,Chia,2883331816,16/07/2013,15/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107372
1337,2012,Chia,332446690,05/05/2013,04/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-124313
1338,2012,Chia,210369164,16/07/2013,15/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114574
1339,2011,Chibolo,899996503,31/12/2011,01/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3072150
1340,2015,Chigorodo,180006149,28/10/2015,30/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2949547
1341,2014,Chinacota,17200000,16/05/2014,17/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2938992
1342,2012,Chipaque,4033538796,21/11/2012,23/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3488974
1343,2013,Chipaque,529540745,12/02/2014,13/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116264
1344,2013,Chipaque,173164432,10/12/2013,10/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3150923
1345,2013,Chipaque,147085134,18/12/2013,18/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116249
1346,2013,Chipaque,346593106,01/01/2014,02/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116410
1347,2014,Chipata,894495413,23/09/2014,25/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104319
1348,2014,Chipata,257999670,02/09/2014,04/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2955647
1349,2010,Chiquinquira,1807893730,06/08/2011,07/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2933559
1350,2011,Chiquinquira,1296937729,29/02/2012,30/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3144028
1351,2011,Chiquinquira,713184379,15/05/2012,14/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123031
1352,2011,Chiquinquira,252108046,08/02/2012,09/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2887211
1353,2011,Chiquinquira,128332440,01/05/2012,02/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3883247
1354,2012,Chiquinquira,455374467,19/11/2012,19/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3937597
1355,2013,Chiquinquira,281488382,25/11/2013,26/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-113160
1356,2013,Chiquinquira,1058934868,14/01/2014,15/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3115268
1357,2013,Chiquinquira,687880746,22/01/2014,23/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122180
1358,2013,Chiquinquira,353244560,26/06/2013,25/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116260
1359,2014,Chiquiza (San Pedro de Iguaque),1335120935,01/06/2015,01/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-112427
1360,2012,Chiriguana,7389190740,28/06/2013,28/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-117607
1361,2014,Chiriguana,10318925412,05/08/2015,05/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3148031
1362,2014,Chitaraque,6148791093,14/03/2015,13/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2917544
1363,2015,Chitaraque,350582085,06/07/2015,06/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2974621
1364,2015,Chivata,464421996,25/07/2015,24/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2972826
1365,2015,Chivata,300574273,31/12/2015,01/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-109074
1366,2013,Chivor,218636331,11/07/2014,10/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2702334
1367,2012,Choconta,176156254,11/03/2013,10/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-124231
1368,2013,Choconta,2539557779,09/07/2014,08/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2855887
